sample	region	M1	MU1
MEDAL-115_TIS_AdjN2	10:7453551-7453630	10	299
MEDAL-115_TIS_AdjN2	10:8096215-8096485	853	8374
MEDAL-115_TIS_AdjN2	10:15761802-15762022	175	6763
MEDAL-115_TIS_AdjN2	10:18429638-18429909	250	8356
MEDAL-115_TIS_AdjN2	10:22624033-22624266	2988	12929
MEDAL-115_TIS_AdjN2	10:22624667-22624833	1381	3988
MEDAL-115_TIS_AdjN2	10:23463224-23463409	1223	17639
MEDAL-115_TIS_AdjN2	10:23983323-23983474	290	7461
MEDAL-115_TIS_AdjN2	10:25464556-25464729	868	7745
MEDAL-115_TIS_AdjN2	10:26504964-26505086	160	3209
MEDAL-115_TIS_AdjN2	10:28034183-28034264	302	1328
MEDAL-115_TIS_AdjN2	10:43250108-43250210	54	2359
MEDAL-115_TIS_AdjN2	10:50817770-50817978	277	9292
MEDAL-115_TIS_AdjN2	10:57388064-57388144	19	801
MEDAL-115_TIS_AdjN2	10:57390531-57390878	547	7834
MEDAL-115_TIS_AdjN2	10:72200737-72200786	248	1427
MEDAL-115_TIS_AdjN2	10:91295089-91295216	137	2868
MEDAL-115_TIS_AdjN2	10:94833037-94833114	127	1918
MEDAL-115_TIS_AdjN2	10:101280084-101280236	382	2831
MEDAL-115_TIS_AdjN2	10:101287578-101287679	258	589
MEDAL-115_TIS_AdjN2	10:101293828-101293964	369	1497
MEDAL-115_TIS_AdjN2	10:102419143-102419229	2461	7502
MEDAL-115_TIS_AdjN2	10:102497536-102497680	239	3719
MEDAL-115_TIS_AdjN2	10:102895101-102895196	222	1283
MEDAL-115_TIS_AdjN2	10:102977464-102977654	493	8034
MEDAL-115_TIS_AdjN2	10:102984762-102984815	281	1282
MEDAL-115_TIS_AdjN2	10:102988246-102988423	1506	8787
MEDAL-115_TIS_AdjN2	10:105314737-105314947	233	3609
MEDAL-115_TIS_AdjN2	10:112432071-112432344	461	9607
MEDAL-115_TIS_AdjN2	10:118031545-118031835	257	10091
MEDAL-115_TIS_AdjN2	10:118032453-118032655	437	6577
MEDAL-115_TIS_AdjN2	10:118892966-118893053	53	492
MEDAL-115_TIS_AdjN2	10:118897888-118897998	777	2824
MEDAL-115_TIS_AdjN2	10:119295090-119295200	35	1389
MEDAL-115_TIS_AdjN2	10:119303149-119303379	7453	19285
MEDAL-115_TIS_AdjN2	10:124907452-124907714	1827	17300
MEDAL-115_TIS_AdjN2	10:128076255-128076478	126	4661
MEDAL-115_TIS_AdjN2	10:130085034-130085317	415	8487
MEDAL-115_TIS_AdjN2	10:131767921-131768241	3907	21945
MEDAL-115_TIS_AdjN2	10:134599905-134600004	353	2823
MEDAL-115_TIS_AdjN2	10:135044073-135044219	345	14486
MEDAL-115_TIS_AdjN2	11:637001-637134	364	4414
MEDAL-115_TIS_AdjN2	11:1770132-1770240	126	2025
MEDAL-115_TIS_AdjN2	11:2291669-2291841	247	10533
MEDAL-115_TIS_AdjN2	11:2292345-2292531	721	12488
MEDAL-115_TIS_AdjN2	11:17565870-17566040	389	12653
MEDAL-115_TIS_AdjN2	11:19367217-19367410	374	9900
MEDAL-115_TIS_AdjN2	11:20182274-20182330	127	795
MEDAL-115_TIS_AdjN2	11:20185262-20185422	136	5017
MEDAL-115_TIS_AdjN2	11:22359183-22359236	30	598
MEDAL-115_TIS_AdjN2	11:24518612-24518839	605	8594
MEDAL-115_TIS_AdjN2	11:27744321-27744569	395	4001
MEDAL-115_TIS_AdjN2	11:30606907-30607044	72	4279
MEDAL-115_TIS_AdjN2	11:31819313-31819504	548	2943
MEDAL-115_TIS_AdjN2	11:31825828-31826054	491	3022
MEDAL-115_TIS_AdjN2	11:31827449-31828115	3438	19408
MEDAL-115_TIS_AdjN2	11:31832913-31833048	223	3486
MEDAL-115_TIS_AdjN2	11:31836380-31836462	193	1622
MEDAL-115_TIS_AdjN2	11:31838581-31838702	731	9456
MEDAL-115_TIS_AdjN2	11:31840525-31840634	101	915
MEDAL-115_TIS_AdjN2	11:31848483-31848687	2662	11521
MEDAL-115_TIS_AdjN2	11:32456739-32456960	287	5889
MEDAL-115_TIS_AdjN2	11:43599884-43600038	54	897
MEDAL-115_TIS_AdjN2	11:43602689-43602863	395	11556
MEDAL-115_TIS_AdjN2	11:44326255-44326326	349	1333
MEDAL-115_TIS_AdjN2	11:44331003-44331283	1774	15676
MEDAL-115_TIS_AdjN2	11:58672757-58673056	759	11306
MEDAL-115_TIS_AdjN2	11:64480648-64480718	340	7680
MEDAL-115_TIS_AdjN2	11:65601065-65601147	528	3254
MEDAL-115_TIS_AdjN2	11:69632303-69632531	227	10549
MEDAL-115_TIS_AdjN2	11:71955434-71955605	115	3817
MEDAL-115_TIS_AdjN2	11:74178241-74178413	53	3580
MEDAL-115_TIS_AdjN2	11:75379486-75379771	402	14847
MEDAL-115_TIS_AdjN2	11:91958435-91958604	290	9316
MEDAL-115_TIS_AdjN2	11:92703290-92703440	4015	8750
MEDAL-115_TIS_AdjN2	11:94134727-94134853	250	14966
MEDAL-115_TIS_AdjN2	11:98891863-98891916	77	1795
MEDAL-115_TIS_AdjN2	11:111411728-111411894	261	11936
MEDAL-115_TIS_AdjN2	11:119292732-119292896	396	7003
MEDAL-115_TIS_AdjN2	11:120435064-120435230	407	6421
MEDAL-115_TIS_AdjN2	11:121800427-121800642	22	2038
MEDAL-115_TIS_AdjN2	11:122848169-122848271	214	1989
MEDAL-115_TIS_AdjN2	11:122854874-122855204	79	6794
MEDAL-115_TIS_AdjN2	11:123172859-123173034	590	3038
MEDAL-115_TIS_AdjN2	11:124736112-124736226	85	1197
MEDAL-115_TIS_AdjN2	11:128562952-128563195	174	14245
MEDAL-115_TIS_AdjN2	11:128564955-128565045	31	1460
MEDAL-115_TIS_AdjN2	11:131781210-131781299	1191	15883
MEDAL-115_TIS_AdjN2	12:3601741-3601936	485	5288
MEDAL-115_TIS_AdjN2	12:5018581-5018930	397	9601
MEDAL-115_TIS_AdjN2	12:5541099-5541261	159	7949
MEDAL-115_TIS_AdjN2	12:8549022-8549153	15	1600
MEDAL-115_TIS_AdjN2	12:22095019-22095128	100	624
MEDAL-115_TIS_AdjN2	12:29302320-29302406	88	579
MEDAL-115_TIS_AdjN2	12:29937183-29937512	518	18184
MEDAL-115_TIS_AdjN2	12:33592469-33592750	928	7246
MEDAL-115_TIS_AdjN2	12:41582791-41582980	623	8097
MEDAL-115_TIS_AdjN2	12:43945986-43946208	576	8539
MEDAL-115_TIS_AdjN2	12:45270640-45270905	198	7950
MEDAL-115_TIS_AdjN2	12:47225177-47225366	1139	21647
MEDAL-115_TIS_AdjN2	12:54321847-54322034	478	3614
MEDAL-115_TIS_AdjN2	12:54611304-54611480	87	4592
MEDAL-115_TIS_AdjN2	12:57022580-57022669	10	915
MEDAL-115_TIS_AdjN2	12:62584939-62585082	735	5314
MEDAL-115_TIS_AdjN2	12:66122784-66122904	1488	4689
MEDAL-115_TIS_AdjN2	12:66216718-66216914	935	7105
MEDAL-115_TIS_AdjN2	12:72665826-72665944	25	2367
MEDAL-115_TIS_AdjN2	12:72667102-72667312	626	9416
MEDAL-115_TIS_AdjN2	12:79258381-79258546	302	3777
MEDAL-115_TIS_AdjN2	12:85305403-85305550	137	3962
MEDAL-115_TIS_AdjN2	12:85306446-85306645	409	9567
MEDAL-115_TIS_AdjN2	12:85673775-85674192	459	10261
MEDAL-115_TIS_AdjN2	12:99289313-99289460	434	5039
MEDAL-115_TIS_AdjN2	12:106974614-106974784	1265	6876
MEDAL-115_TIS_AdjN2	12:106977821-106977932	153	1519
MEDAL-115_TIS_AdjN2	12:109746871-109747053	400	14657
MEDAL-115_TIS_AdjN2	12:111472215-111472363	436	8086
MEDAL-115_TIS_AdjN2	12:113901040-113901136	125	1451
MEDAL-115_TIS_AdjN2	12:113901572-113901671	93	1395
MEDAL-115_TIS_AdjN2	12:113914436-113914662	192	4379
MEDAL-115_TIS_AdjN2	12:114847268-114847514	454	7758
MEDAL-115_TIS_AdjN2	12:115120697-115120799	114	1831
MEDAL-115_TIS_AdjN2	12:115121292-115121401	897	4361
MEDAL-115_TIS_AdjN2	12:115136293-115136355	537	2030
MEDAL-115_TIS_AdjN2	12:117319909-117320019	129	1223
MEDAL-115_TIS_AdjN2	12:119419681-119419808	245	3056
MEDAL-115_TIS_AdjN2	12:127865603-127865629	402	1660
MEDAL-115_TIS_AdjN2	12:128752945-128753201	463	16735
MEDAL-115_TIS_AdjN2	12:130526874-130527052	1085	16002
MEDAL-115_TIS_AdjN2	12:130823750-130823811	806	2914
MEDAL-115_TIS_AdjN2	12:131200366-131200637	443	12673
MEDAL-115_TIS_AdjN2	12:133481379-133481647	2053	11023
MEDAL-115_TIS_AdjN2	13:20702917-20703084	110	3702
MEDAL-115_TIS_AdjN2	13:21649634-21649849	154	7490
MEDAL-115_TIS_AdjN2	13:23733898-23734035	45	1122
MEDAL-115_TIS_AdjN2	13:28370894-28371053	284	3684
MEDAL-115_TIS_AdjN2	13:28395266-28395408	177	2618
MEDAL-115_TIS_AdjN2	13:28492252-28492440	528	5338
MEDAL-115_TIS_AdjN2	13:29106319-29106476	105	4274
MEDAL-115_TIS_AdjN2	13:38444057-38444253	560	4556
MEDAL-115_TIS_AdjN2	13:46190002-46190043	115	728
MEDAL-115_TIS_AdjN2	13:53420222-53420397	824	6638
MEDAL-115_TIS_AdjN2	13:78492845-78492979	58	1547
MEDAL-115_TIS_AdjN2	13:79170131-79170391	2164	13937
MEDAL-115_TIS_AdjN2	13:79177356-79177709	3297	28271
MEDAL-115_TIS_AdjN2	13:84453111-84453286	50	2009
MEDAL-115_TIS_AdjN2	13:88324043-88324242	432	7623
MEDAL-115_TIS_AdjN2	13:93879171-93879379	560	14087
MEDAL-115_TIS_AdjN2	13:95364396-95364520	324	2581
MEDAL-115_TIS_AdjN2	13:100612213-100612283	37	521
MEDAL-115_TIS_AdjN2	13:100627170-100627319	458	1577
MEDAL-115_TIS_AdjN2	13:100641485-100641566	55	497
MEDAL-115_TIS_AdjN2	13:103052658-103052949	136	6738
MEDAL-115_TIS_AdjN2	13:110958887-110959151	347	8353
MEDAL-115_TIS_AdjN2	13:111768537-111768611	17	831
MEDAL-115_TIS_AdjN2	13:112711635-112711762	26	717
MEDAL-115_TIS_AdjN2	13:112712601-112712649	20	208
MEDAL-115_TIS_AdjN2	13:112720367-112720540	261	1973
MEDAL-115_TIS_AdjN2	13:112721554-112721858	1154	11534
MEDAL-115_TIS_AdjN2	13:112723318-112723478	387	2230
MEDAL-115_TIS_AdjN2	13:112759189-112759311	153	1468
MEDAL-115_TIS_AdjN2	13:112760763-112760833	33	888
MEDAL-115_TIS_AdjN2	14:21121411-21121586	363	2380
MEDAL-115_TIS_AdjN2	14:25518670-25518798	95	1939
MEDAL-115_TIS_AdjN2	14:27066048-27066147	206	694
MEDAL-115_TIS_AdjN2	14:29228374-29228540	466	3932
MEDAL-115_TIS_AdjN2	14:29235014-29235284	1861	8796
MEDAL-115_TIS_AdjN2	14:36003791-36004000	512	10270
MEDAL-115_TIS_AdjN2	14:36004759-36004856	532	2123
MEDAL-115_TIS_AdjN2	14:36973519-36973800	442	10955
MEDAL-115_TIS_AdjN2	14:36994245-36994428	344	7885
MEDAL-115_TIS_AdjN2	14:38069634-38069734	628	2604
MEDAL-115_TIS_AdjN2	14:42075791-42075981	45	1593
MEDAL-115_TIS_AdjN2	14:42079282-42079420	387	2765
MEDAL-115_TIS_AdjN2	14:51560321-51560660	1286	9379
MEDAL-115_TIS_AdjN2	14:51561288-51561447	223	5424
MEDAL-115_TIS_AdjN2	14:52327342-52327586	38	4116
MEDAL-115_TIS_AdjN2	14:52734320-52734692	410	21610
MEDAL-115_TIS_AdjN2	14:57261554-57261763	290	2287
MEDAL-115_TIS_AdjN2	14:57264918-57265091	559	6482
MEDAL-115_TIS_AdjN2	14:57265494-57265669	566	3364
MEDAL-115_TIS_AdjN2	14:57274603-57274666	3506	9429
MEDAL-115_TIS_AdjN2	14:57275443-57275561	1227	2871
MEDAL-115_TIS_AdjN2	14:57277990-57278240	2217	8932
MEDAL-115_TIS_AdjN2	14:57278680-57278804	1282	5395
MEDAL-115_TIS_AdjN2	14:60952459-60952560	541	2185
MEDAL-115_TIS_AdjN2	14:61119098-61119336	1602	5428
MEDAL-115_TIS_AdjN2	14:70655512-70655717	84	8802
MEDAL-115_TIS_AdjN2	14:73358754-73358837	121	1492
MEDAL-115_TIS_AdjN2	14:74893164-74893189	527	779
MEDAL-115_TIS_AdjN2	14:77228776-77228928	104	3611
MEDAL-115_TIS_AdjN2	14:77736737-77737065	778	12923
MEDAL-115_TIS_AdjN2	14:88793159-88793311	37	2998
MEDAL-115_TIS_AdjN2	14:90526566-90526894	254	8785
MEDAL-115_TIS_AdjN2	14:95234651-95234795	245	2726
MEDAL-115_TIS_AdjN2	14:97685263-97685443	631	16370
MEDAL-115_TIS_AdjN2	14:101192847-101193148	1203	9006
MEDAL-115_TIS_AdjN2	14:102026389-102026728	580	21341
MEDAL-115_TIS_AdjN2	14:103389733-103389927	387	6163
MEDAL-115_TIS_AdjN2	14:105310017-105310259	116	8521
MEDAL-115_TIS_AdjN2	15:28352178-28352677	325	22419
MEDAL-115_TIS_AdjN2	15:33010226-33010405	1541	8451
MEDAL-115_TIS_AdjN2	15:33603157-33603330	37	2127
MEDAL-115_TIS_AdjN2	15:41218283-41218297	21	276
MEDAL-115_TIS_AdjN2	15:53077640-53077783	106	1221
MEDAL-115_TIS_AdjN2	15:53097898-53098005	967	4028
MEDAL-115_TIS_AdjN2	15:58357968-58358066	61	1363
MEDAL-115_TIS_AdjN2	15:60296420-60296639	314	2586
MEDAL-115_TIS_AdjN2	15:68117546-68117687	219	6882
MEDAL-115_TIS_AdjN2	15:74044446-74044708	44	3716
MEDAL-115_TIS_AdjN2	15:74422225-74422446	415	4659
MEDAL-115_TIS_AdjN2	15:76628960-76629201	1009	8837
MEDAL-115_TIS_AdjN2	15:78912485-78912645	40	1654
MEDAL-115_TIS_AdjN2	15:79382852-79383001	157	8334
MEDAL-115_TIS_AdjN2	15:79574790-79574949	290	2101
MEDAL-115_TIS_AdjN2	15:83316750-83316917	79	4627
MEDAL-115_TIS_AdjN2	15:89248388-89248567	201	7221
MEDAL-115_TIS_AdjN2	15:89911312-89911466	404	2296
MEDAL-115_TIS_AdjN2	15:89952047-89952305	349	4022
MEDAL-115_TIS_AdjN2	15:98836099-98836279	185	5942
MEDAL-115_TIS_AdjN2	15:99194050-99194178	184	2425
MEDAL-115_TIS_AdjN2	16:215786-215941	143	5666
MEDAL-115_TIS_AdjN2	16:2040817-2040996	241	5868
MEDAL-115_TIS_AdjN2	16:6069768-6069894	329	3479
MEDAL-115_TIS_AdjN2	16:22825124-22825296	150	2473
MEDAL-115_TIS_AdjN2	16:23846779-23846790	14	215
MEDAL-115_TIS_AdjN2	16:23847611-23847726	85	1271
MEDAL-115_TIS_AdjN2	16:31488305-31488460	308	1797
MEDAL-115_TIS_AdjN2	16:49314252-49314414	86	1108
MEDAL-115_TIS_AdjN2	16:51186188-51186433	188	3405
MEDAL-115_TIS_AdjN2	16:55090570-55090893	896	14868
MEDAL-115_TIS_AdjN2	16:58019048-58019247	108	5080
MEDAL-115_TIS_AdjN2	16:77468723-77468888	150	4749
MEDAL-115_TIS_AdjN2	16:85932117-85932389	112	11056
MEDAL-115_TIS_AdjN2	16:89045138-89045240	330	955
MEDAL-115_TIS_AdjN2	17:8907069-8907379	714	13680
MEDAL-115_TIS_AdjN2	17:8925990-8926164	366	7350
MEDAL-115_TIS_AdjN2	17:10101408-10101575	453	7846
MEDAL-115_TIS_AdjN2	17:20756011-20756124	39	984
MEDAL-115_TIS_AdjN2	17:21355952-21356079	852	2824
MEDAL-115_TIS_AdjN2	17:32908257-32908459	330	4024
MEDAL-115_TIS_AdjN2	17:35289339-35289534	185	11244
MEDAL-115_TIS_AdjN2	17:35293806-35293981	1180	9990
MEDAL-115_TIS_AdjN2	17:35294388-35294399	15	382
MEDAL-115_TIS_AdjN2	17:35296989-35297154	357	5084
MEDAL-115_TIS_AdjN2	17:37762283-37762576	1433	21923
MEDAL-115_TIS_AdjN2	17:43973353-43973458	185	987
MEDAL-115_TIS_AdjN2	17:45811147-45811245	25	3101
MEDAL-115_TIS_AdjN2	17:46674933-46674962	71	697
MEDAL-115_TIS_AdjN2	17:46691646-46691751	585	2433
MEDAL-115_TIS_AdjN2	17:46692161-46692272	38	696
MEDAL-115_TIS_AdjN2	17:46799853-46800044	382	2726
MEDAL-115_TIS_AdjN2	17:46800923-46801067	182	5201
MEDAL-115_TIS_AdjN2	17:46824759-46824899	1067	5247
MEDAL-115_TIS_AdjN2	17:47074565-47074814	84	1092
MEDAL-115_TIS_AdjN2	17:48042644-48042776	566	3094
MEDAL-115_TIS_AdjN2	17:71161089-71161190	163	1797
MEDAL-115_TIS_AdjN2	17:72755455-72755469	189	324
MEDAL-115_TIS_AdjN2	17:77179422-77179626	200	8884
MEDAL-115_TIS_AdjN2	17:77751105-77751356	50	1689
MEDAL-115_TIS_AdjN2	17:77815161-77815331	186	2076
MEDAL-115_TIS_AdjN2	17:78451942-78452141	1431	16626
MEDAL-115_TIS_AdjN2	18:904873-905052	475	7570
MEDAL-115_TIS_AdjN2	18:2847361-2847559	130	4999
MEDAL-115_TIS_AdjN2	18:5542738-5543053	100	5860
MEDAL-115_TIS_AdjN2	18:22930725-22930890	53	1538
MEDAL-115_TIS_AdjN2	18:28622073-28622252	234	1445
MEDAL-115_TIS_AdjN2	18:49866454-49866697	612	7379
MEDAL-115_TIS_AdjN2	18:59560010-59560536	1104	9286
MEDAL-115_TIS_AdjN2	18:65184595-65184606	6	318
MEDAL-115_TIS_AdjN2	18:70210478-70210597	87	1499
MEDAL-115_TIS_AdjN2	18:72123451-72123558	234	1014
MEDAL-115_TIS_AdjN2	18:74961564-74961850	425	10542
MEDAL-115_TIS_AdjN2	18:76740580-76740799	665	6198
MEDAL-115_TIS_AdjN2	19:4304425-4304728	310	7616
MEDAL-115_TIS_AdjN2	19:6590796-6590815	50	997
MEDAL-115_TIS_AdjN2	19:10403233-10403417	112	4395
MEDAL-115_TIS_AdjN2	19:12306131-12306309	399	3664
MEDAL-115_TIS_AdjN2	19:12951967-12952222	291	7472
MEDAL-115_TIS_AdjN2	19:13616982-13617171	513	5642
MEDAL-115_TIS_AdjN2	19:15662121-15662349	248	8723
MEDAL-115_TIS_AdjN2	19:19005811-19005931	59	2531
MEDAL-115_TIS_AdjN2	19:22610714-22610832	572	3037
MEDAL-115_TIS_AdjN2	19:30017843-30017997	60	2885
MEDAL-115_TIS_AdjN2	19:31210409-31210720	73	9984
MEDAL-115_TIS_AdjN2	19:34113444-34113572	44	3807
MEDAL-115_TIS_AdjN2	19:34973710-34973806	77	2225
MEDAL-115_TIS_AdjN2	19:36523980-36524042	492	1108
MEDAL-115_TIS_AdjN2	19:38308258-38308427	257	5693
MEDAL-115_TIS_AdjN2	19:38879738-38879867	295	974
MEDAL-115_TIS_AdjN2	19:39574746-39574884	100	4253
MEDAL-115_TIS_AdjN2	19:40005644-40005898	267	24665
MEDAL-115_TIS_AdjN2	19:44203554-44204031	5094	47458
MEDAL-115_TIS_AdjN2	19:44405919-44406079	153	7329
MEDAL-115_TIS_AdjN2	19:44952599-44952814	294	23947
MEDAL-115_TIS_AdjN2	19:50194499-50194637	93	3752
MEDAL-115_TIS_AdjN2	19:51830815-51830961	593	5735
MEDAL-115_TIS_AdjN2	19:52390997-52391135	613	2770
MEDAL-115_TIS_AdjN2	19:52873014-52873297	276	9865
MEDAL-115_TIS_AdjN2	19:53636028-53636235	309	9354
MEDAL-115_TIS_AdjN2	19:54483633-54483698	31	646
MEDAL-115_TIS_AdjN2	19:56160109-56160224	249	853
MEDAL-115_TIS_AdjN2	19:56879906-56880000	757	7714
MEDAL-115_TIS_AdjN2	19:57018823-57019449	947	43120
MEDAL-115_TIS_AdjN2	19:58095440-58095621	451	8028
MEDAL-115_TIS_AdjN2	19:58220560-58220602	22	1471
MEDAL-115_TIS_AdjN2	19:58399941-58400101	499	13121
MEDAL-115_TIS_AdjN2	19:58662113-58662200	494	2516
MEDAL-115_TIS_AdjN2	2:289378-289512	230	2979
MEDAL-115_TIS_AdjN2	2:5836192-5836394	71	2452
MEDAL-115_TIS_AdjN2	2:9403681-9403793	2659	4222
MEDAL-115_TIS_AdjN2	2:11052385-11052700	505	8891
MEDAL-115_TIS_AdjN2	2:20865478-20865680	302	9736
MEDAL-115_TIS_AdjN2	2:27486291-27486466	299	2665
MEDAL-115_TIS_AdjN2	2:40679071-40679259	490	4872
MEDAL-115_TIS_AdjN2	2:45155593-45155874	448	2690
MEDAL-115_TIS_AdjN2	2:45168218-45168416	1622	8289
MEDAL-115_TIS_AdjN2	2:45169882-45170065	1237	10043
MEDAL-115_TIS_AdjN2	2:47796761-47796952	184	4085
MEDAL-115_TIS_AdjN2	2:63280963-63281001	126	786
MEDAL-115_TIS_AdjN2	2:71115832-71116147	4370	19840
MEDAL-115_TIS_AdjN2	2:73146052-73146246	192	3398
MEDAL-115_TIS_AdjN2	2:74741784-74741832	107	3913
MEDAL-115_TIS_AdjN2	2:74742297-74742384	2544	7996
MEDAL-115_TIS_AdjN2	2:75426781-75426935	192	12974
MEDAL-115_TIS_AdjN2	2:80530100-80530240	540	3327
MEDAL-115_TIS_AdjN2	2:80531425-80531605	120	4895
MEDAL-115_TIS_AdjN2	2:96990909-96991308	3005	23944
MEDAL-115_TIS_AdjN2	2:98963713-98963926	546	5727
MEDAL-115_TIS_AdjN2	2:105459731-105459944	645	7912
MEDAL-115_TIS_AdjN2	2:105461182-105461342	258	8812
MEDAL-115_TIS_AdjN2	2:105469454-105469678	227	2759
MEDAL-115_TIS_AdjN2	2:105480353-105480510	2429	11328
MEDAL-115_TIS_AdjN2	2:108602820-108603070	1556	20383
MEDAL-115_TIS_AdjN2	2:115920620-115920770	251	5049
MEDAL-115_TIS_AdjN2	2:119606820-119606888	132	942
MEDAL-115_TIS_AdjN2	2:137522909-137523051	76	3309
MEDAL-115_TIS_AdjN2	2:139537688-139537870	2371	23293
MEDAL-115_TIS_AdjN2	2:145277504-145277747	215	5717
MEDAL-115_TIS_AdjN2	2:154729016-154729156	73	2335
MEDAL-115_TIS_AdjN2	2:157178090-157178350	1097	29170
MEDAL-115_TIS_AdjN2	2:162280346-162280576	3683	13486
MEDAL-115_TIS_AdjN2	2:162283540-162283968	5064	20636
MEDAL-115_TIS_AdjN2	2:173099963-173100103	263	6845
MEDAL-115_TIS_AdjN2	2:175191859-175192045	1579	6817
MEDAL-115_TIS_AdjN2	2:175199508-175199700	1227	4414
MEDAL-115_TIS_AdjN2	2:175204839-175204913	85	386
MEDAL-115_TIS_AdjN2	2:175207074-175207300	1038	5461
MEDAL-115_TIS_AdjN2	2:176947781-176947895	556	2037
MEDAL-115_TIS_AdjN2	2:176969213-176969398	2039	8877
MEDAL-115_TIS_AdjN2	2:176987552-176987596	236	1035
MEDAL-115_TIS_AdjN2	2:177001375-177001436	367	2287
MEDAL-115_TIS_AdjN2	2:180726305-180726582	212	10698
MEDAL-115_TIS_AdjN2	2:182321895-182322355	558	41111
MEDAL-115_TIS_AdjN2	2:182545663-182545777	793	4975
MEDAL-115_TIS_AdjN2	2:182548235-182548483	2883	15265
MEDAL-115_TIS_AdjN2	2:186603490-186603736	844	4237
MEDAL-115_TIS_AdjN2	2:190044596-190044644	349	1019
MEDAL-115_TIS_AdjN2	2:193059223-193059501	427	8252
MEDAL-115_TIS_AdjN2	2:198651195-198651632	1346	30051
MEDAL-115_TIS_AdjN2	2:206546524-206546546	94	788
MEDAL-115_TIS_AdjN2	2:207139283-207139375	26	1700
MEDAL-115_TIS_AdjN2	2:213401665-213401907	315	7493
MEDAL-115_TIS_AdjN2	2:219847168-219847306	106	3006
MEDAL-115_TIS_AdjN2	2:219906191-219906412	428	9669
MEDAL-115_TIS_AdjN2	2:220223072-220223150	297	1511
MEDAL-115_TIS_AdjN2	2:223163371-223163495	1079	3200
MEDAL-115_TIS_AdjN2	2:223164630-223164753	162	1062
MEDAL-115_TIS_AdjN2	2:237077406-237077466	269	1477
MEDAL-115_TIS_AdjN2	20:644141-644289	308	2443
MEDAL-115_TIS_AdjN2	20:1784108-1784319	482	11955
MEDAL-115_TIS_AdjN2	20:2780627-2780638	135	402
MEDAL-115_TIS_AdjN2	20:9819629-9819730	34	1100
MEDAL-115_TIS_AdjN2	20:17209453-17209719	243	6516
MEDAL-115_TIS_AdjN2	20:20349004-20349181	216	8774
MEDAL-115_TIS_AdjN2	20:21081583-21081757	949	4340
MEDAL-115_TIS_AdjN2	20:21082372-21082442	131	578
MEDAL-115_TIS_AdjN2	20:21378239-21378365	136	983
MEDAL-115_TIS_AdjN2	20:21492874-21493003	3647	11770
MEDAL-115_TIS_AdjN2	20:21496124-21496286	148	2831
MEDAL-115_TIS_AdjN2	20:21501686-21501716	537	3057
MEDAL-115_TIS_AdjN2	20:21503701-21503996	1968	10079
MEDAL-115_TIS_AdjN2	20:22559633-22559784	41	1065
MEDAL-115_TIS_AdjN2	20:23029482-23029673	116	11575
MEDAL-115_TIS_AdjN2	20:24451754-24451914	172	5295
MEDAL-115_TIS_AdjN2	20:25062504-25062615	1168	2824
MEDAL-115_TIS_AdjN2	20:25065051-25065379	787	9268
MEDAL-115_TIS_AdjN2	20:37434123-37434164	273	566
MEDAL-115_TIS_AdjN2	20:39995479-39995771	752	9882
MEDAL-115_TIS_AdjN2	20:47444068-47444255	451	2797
MEDAL-115_TIS_AdjN2	20:47934835-47934917	331	4697
MEDAL-115_TIS_AdjN2	20:48099318-48099501	62	1868
MEDAL-115_TIS_AdjN2	20:54919218-54919419	484	5908
MEDAL-115_TIS_AdjN2	20:58179826-58179934	38	777
MEDAL-115_TIS_AdjN2	20:61148077-61148224	306	11531
MEDAL-115_TIS_AdjN2	20:61636167-61636236	81	1570
MEDAL-115_TIS_AdjN2	20:61638250-61638439	42	1256
MEDAL-115_TIS_AdjN2	20:61809399-61809565	375	8033
MEDAL-115_TIS_AdjN2	20:61885117-61885255	73	4935
MEDAL-115_TIS_AdjN2	20:62103588-62103801	644	9754
MEDAL-115_TIS_AdjN2	20:62150952-62151297	1279	11392
MEDAL-115_TIS_AdjN2	21:19617796-19618029	112	4218
MEDAL-115_TIS_AdjN2	21:27012584-27012717	208	6899
MEDAL-115_TIS_AdjN2	21:28339533-28339628	5	633
MEDAL-115_TIS_AdjN2	21:38076600-38076877	174	1733
MEDAL-115_TIS_AdjN2	21:38081076-38081362	404	10727
MEDAL-115_TIS_AdjN2	22:19138046-19138215	654	8161
MEDAL-115_TIS_AdjN2	22:19753383-19753625	204	8564
MEDAL-115_TIS_AdjN2	22:27053057-27053940	740	39280
MEDAL-115_TIS_AdjN2	22:28838707-28838787	10	537
MEDAL-115_TIS_AdjN2	22:28839662-28839820	104	2114
MEDAL-115_TIS_AdjN2	22:37099090-37099199	782	5207
MEDAL-115_TIS_AdjN2	22:39954014-39954124	33	458
MEDAL-115_TIS_AdjN2	22:42679329-42679450	2749	5401
MEDAL-115_TIS_AdjN2	22:46262729-46262748	152	632
MEDAL-115_TIS_AdjN2	22:46263190-46263372	478	10497
MEDAL-115_TIS_AdjN2	22:48885869-48886056	69	3262
MEDAL-115_TIS_AdjN2	22:51112363-51112569	92	5482
MEDAL-115_TIS_AdjN2	3:238762-238937	167	4197
MEDAL-115_TIS_AdjN2	3:10749781-10750023	262	5482
MEDAL-115_TIS_AdjN2	3:14852491-14852685	316	11244
MEDAL-115_TIS_AdjN2	3:32859236-32859430	183	11174
MEDAL-115_TIS_AdjN2	3:39850388-39850571	160	5451
